OrderNumber,OrderDate,Revenue
SO - 0003863,2019-08-17,1561.77
SO - 0003864,2019-08-17,8738.475
SO - 0003865,2019-08-17,2528.5800000000004
SO - 0003866,2019-08-17,5979.75
SO - 0003867,2019-08-17,25237.225
SO - 0003868,2019-08-17,6972.1875
SO - 0003869,2019-08-17,19095.0
SO - 0003870,2019-08-17,233.16
SO - 0003871,2019-08-18,2925.2200000000003
SO - 0003872,2019-08-18,23996.72
SO - 0003873,2019-08-18,1395.2749999999999
SO - 0003874,2019-08-18,26096.5
SO - 0003875,2019-08-18,2417.025
SO - 0003876,2019-08-18,5505.724999999999
SO - 0003877,2019-08-18,1673.325
SO - 0003878,2019-08-18,1934.9599999999998
SO - 0003879,2019-08-18,6046.75
SO - 0003880,2019-08-18,1163.12
SO - 0003881,2019-08-19,3173.1200000000003
SO - 0003882,2019-08-19,2990.88
SO - 0003883,2019-08-19,7147.224999999999
SO - 0003884,2019-08-19,10969.575
SO - 0003885,2019-08-20,20897.97
SO - 0003886,2019-08-20,8147.2
SO - 0003887,2019-08-20,6560.64
SO - 0003888,2019-08-20,5993.820000000001
SO - 0003889,2019-08-20,7907.339999999999
SO - 0003890,2019-08-20,4130.55
SO - 0003891,2019-08-20,26122.4625
SO - 0003892,2019-08-20,4886.31
SO - 0003893,2019-08-20,14257.599999999999
SO - 0003894,2019-08-20,3687.5125000000003
SO - 0003895,2019-08-20,5875.23
SO - 0003896,2019-08-20,17880.96
SO - 0003897,2019-08-21,8350.88
SO - 0003898,2019-08-21,18172.075
SO - 0003899,2019-08-21,12335.369999999999
SO - 0003900,2019-08-21,4015.9800000000005
SO - 0003901,2019-08-21,1037.1599999999999
SO - 0003902,2019-08-21,14563.119999999999
SO - 0003903,2019-08-21,18017.64
SO - 0003904,2019-08-21,1731.28
SO - 0003905,2019-08-21,12799.68
SO - 0003906,2019-08-21,150.75
SO - 0003907,2019-08-22,17631.8875
SO - 0003908,2019-08-22,22672.8
SO - 0003909,2019-08-22,11075.1
SO - 0003910,2019-08-22,35992.4
SO - 0003911,2019-08-22,6584.76
SO - 0003912,2019-08-22,12494.160000000002
SO - 0003913,2019-08-22,6544.56
SO - 0003914,2019-08-23,13056.96
SO - 0003915,2019-08-23,4149.98
SO - 0003916,2019-08-23,4620.99
SO - 0003917,2019-08-23,3316.5
SO - 0003918,2019-08-23,1022.5875000000001
SO - 0003919,2019-08-23,12632.85
SO - 0003920,2019-08-24,6511.3949999999995
SO - 0003921,2019-08-24,2685.3600000000006
SO - 0003922,2019-08-24,10009.800000000001
SO - 0003923,2019-08-24,5354.64
SO - 0003924,2019-08-24,8605.48
SO - 0003925,2019-08-24,12831.839999999998
SO - 0003926,2019-08-24,18967.7
SO - 0003927,2019-08-24,986.5749999999999
SO - 0003928,2019-08-25,4073.6
SO - 0003929,2019-08-25,42297.9375
SO - 0003930,2019-08-25,4164.72
SO - 0003931,2019-08-25,7281.5599999999995
SO - 0003932,2019-08-25,25378.7625
SO - 0003933,2019-08-25,45200.88
SO - 0003934,2019-08-25,980.2099999999999
SO - 0003935,2019-08-25,4430.71
SO - 0003936,2019-08-25,3806.2699999999995
SO - 0003937,2019-08-25,23805.1
SO - 0003938,2019-08-26,2147.015
SO - 0003939,2019-08-26,4379.12
SO - 0003940,2019-08-26,11959.5
SO - 0003941,2019-08-26,1055.25
SO - 0003942,2019-08-26,6819.930000000001
SO - 0003943,2019-08-27,1103.155
SO - 0003944,2019-08-27,241.20000000000002
SO - 0003945,2019-08-27,3849.8199999999997
SO - 0003946,2019-08-27,8140.5
SO - 0003947,2019-08-27,2069.965
SO - 0003948,2019-08-27,3895.3799999999997
SO - 0003949,2019-08-28,17142.285
SO - 0003950,2019-08-28,3619.34
SO - 0003951,2019-08-28,1110.5249999999999
SO - 0003952,2019-08-28,2202.2899999999995
SO - 0003953,2019-08-28,44622.0
SO - 0003954,2019-08-28,13394.640000000003
SO - 0003955,2019-08-28,946.7100000000002
SO - 0003956,2019-08-28,1260.2699999999998
SO - 0003957,2019-08-28,11056.005000000001
SO - 0003958,2019-08-28,7745.2
SO - 0003959,2019-08-28,4455.5
SO - 0003960,2019-08-29,160.8
SO - 0003961,2019-08-29,6544.56
SO - 0003962,2019-08-29,6174.72
SO - 0003963,2019-08-29,1088.415
SO - 0003964,2019-08-30,18681.274999999998
SO - 0003965,2019-08-30,2404.63
SO - 0003966,2019-08-30,35957.895
SO - 0003967,2019-08-30,4759.68
SO - 0003968,2019-08-30,6186.78
SO - 0003969,2019-08-30,5726.490000000001
SO - 0003970,2019-08-30,929.625
SO - 0003971,2019-08-30,992.9399999999998
SO - 0003972,2019-08-30,3015.0
SO - 0003973,2019-08-30,17123.6925
SO - 0003974,2019-08-30,1247.54
SO - 0003975,2019-08-31,1113.875
SO - 0003976,2019-08-31,3112.4849999999997
SO - 0003977,2019-08-31,3714.4799999999996
SO - 0003978,2019-08-31,773.8499999999999
SO - 0003979,2019-08-31,937.9999999999999
SO - 0003980,2019-08-31,1629.44
SO - 0003981,2019-08-31,161.135
SO - 0003982,2019-09-01,24250.649999999998
SO - 0003983,2019-09-01,19095.335000000003
SO - 0003984,2019-09-01,14774.84
SO - 0003985,2019-09-01,6247.08
SO - 0003986,2019-09-01,32881.59
SO - 0003987,2019-09-01,14874.0
SO - 0003988,2019-09-01,15308.160000000002
SO - 0003989,2019-09-01,11725.67
SO - 0003990,2019-09-01,1056.59
SO - 0003991,2019-09-01,6378.4
SO - 0003992,2019-09-01,4608.26
SO - 0003993,2019-09-02,3443.13
SO - 0003994,2019-09-02,3986.4999999999995
SO - 0003995,2019-09-03,1069.32
SO - 0003996,2019-09-03,4667.219999999999
SO - 0003997,2019-09-03,16249.844999999998
SO - 0003998,2019-09-03,1673.325
SO - 0003999,2019-09-03,695.4599999999999
SO - 0004000,2019-09-03,210.715
SO - 0004001,2019-09-03,26064.675
SO - 0004002,2019-09-03,2047.5200000000002
SO - 0004003,2019-09-03,14279.04
SO - 0004004,2019-09-03,2559.5675
SO - 0004005,2019-09-04,12407.395
SO - 0004006,2019-09-04,8147.2
SO - 0004007,2019-09-04,2807.4675000000007
SO - 0004008,2019-09-04,5843.069999999999
SO - 0004009,2019-09-05,5752.62
SO - 0004010,2019-09-05,6454.109999999999
SO - 0004011,2019-09-05,1680.36
SO - 0004012,2019-09-05,6994.8
SO - 0004013,2019-09-05,6594.14
SO - 0004014,2019-09-05,4671.24
SO - 0004015,2019-09-05,4100.4
SO - 0004016,2019-09-05,3314.49
SO - 0004017,2019-09-05,10745.460000000001
SO - 0004018,2019-09-06,4534.5599999999995
SO - 0004019,2019-09-06,808.3549999999999
SO - 0004020,2019-09-06,3644.13
SO - 0004021,2019-09-06,5177.76
SO - 0004022,2019-09-06,1735.3000000000002
SO - 0004023,2019-09-06,6569.35
SO - 0004024,2019-09-07,780.8850000000001
SO - 0004025,2019-09-07,150.75
SO - 0004026,2019-09-07,5251.125
SO - 0004027,2019-09-07,20495.3
SO - 0004028,2019-09-07,1555.74
SO - 0004029,2019-09-07,15085.05
SO - 0004030,2019-09-08,10404.765
SO - 0004031,2019-09-08,8952.54
SO - 0004032,2019-09-08,5306.400000000001
SO - 0004033,2019-09-09,994.95
SO - 0004034,2019-09-09,14230.8
SO - 0004035,2019-09-09,32567.360000000004
SO - 0004036,2019-09-09,8665.110000000002
SO - 0004037,2019-09-09,5515.44
SO - 0004038,2019-09-09,16574.46
SO - 0004039,2019-09-09,22417.53
SO - 0004040,2019-09-09,6683.25
SO - 0004041,2019-09-09,19187.460000000003
SO - 0004042,2019-09-09,4353.66
SO - 0004043,2019-09-09,7505.1725
SO - 0004044,2019-09-09,1747.36
SO - 0004045,2019-09-09,5943.4025
SO - 0004046,2019-09-09,248.23499999999999
SO - 0004047,2019-09-09,1864.945
SO - 0004048,2019-09-10,3581.8199999999997
SO - 0004049,2019-09-10,22558.9
SO - 0004050,2019-09-10,6494.9800000000005
SO - 0004051,2019-09-10,12240.9
SO - 0004052,2019-09-10,15015.035
SO - 0004053,2019-09-10,6301.349999999999
SO - 0004054,2019-09-10,2062.26
SO - 0004055,2019-09-10,40774.86
SO - 0004056,2019-09-10,26260.65
SO - 0004057,2019-09-11,3812.635
SO - 0004058,2019-09-11,8840.984999999999
SO - 0004059,2019-09-11,3021.03
SO - 0004060,2019-09-11,3515.49
SO - 0004061,2019-09-11,27153.76
SO - 0004062,2019-09-11,22877.820000000003
SO - 0004063,2019-09-11,3265.2450000000003
SO - 0004064,2019-09-12,31156.675
SO - 0004065,2019-09-12,6126.48
SO - 0004066,2019-09-12,6378.4
SO - 0004067,2019-09-12,5689.304999999999
SO - 0004068,2019-09-12,10600.74
SO - 0004069,2019-09-12,789.2599999999999
SO - 0004070,2019-09-12,20113.399999999998
SO - 0004071,2019-09-13,4124.52
SO - 0004072,2019-09-13,1936.3
SO - 0004073,2019-09-13,25016.46
SO - 0004074,2019-09-13,4116.4800000000005
SO - 0004075,2019-09-13,28855.56
SO - 0004076,2019-09-13,1750.375
SO - 0004077,2019-09-13,407.36
SO - 0004078,2019-09-14,968.15
SO - 0004079,2019-09-14,3253.6875
SO - 0004080,2019-09-14,31709.760000000006
SO - 0004081,2019-09-14,10058.5425
SO - 0004082,2019-09-14,6543.22
SO - 0004083,2019-09-14,3383.835
SO - 0004084,2019-09-14,39564.84
SO - 0004085,2019-09-14,25841.899999999998
SO - 0004086,2019-09-14,38444.6
SO - 0004087,2019-09-14,6880.23
SO - 0004088,2019-09-14,14427.78
SO - 0004089,2019-09-14,6606.2
SO - 0004090,2019-09-15,12831.84
SO - 0004091,2019-09-15,1031.13
SO - 0004092,2019-09-15,1115.55
SO - 0004093,2019-09-15,2978.8199999999997
SO - 0004094,2019-09-15,11185.65
SO - 0004095,2019-09-15,6822.610000000001
SO - 0004096,2019-09-15,11750.460000000001
SO - 0004097,2019-09-15,5531.52
SO - 0004098,2019-09-16,1909.5
SO - 0004099,2019-09-16,3659.875
SO - 0004100,2019-09-16,1629.44
SO - 0004101,2019-09-17,3114.16
SO - 0004102,2019-09-17,5060.175
SO - 0004103,2019-09-17,23406.45
SO - 0004104,2019-09-17,10941.435
SO - 0004105,2019-09-17,4389.84
SO - 0004106,2019-09-17,13555.44
SO - 0004107,2019-09-18,13668.0
SO - 0004108,2019-09-18,1857.2399999999998
SO - 0004109,2019-09-18,5671.215
SO - 0004110,2019-09-18,24913.28
SO - 0004111,2019-09-18,5703.04
SO - 0004112,2019-09-18,2921.5349999999994
SO - 0004113,2019-09-18,33317.76
SO - 0004114,2019-09-18,7325.445000000001
SO - 0004115,2019-09-18,4952.64
SO - 0004116,2019-09-18,1037.16
SO - 0004117,2019-09-19,3342.965
SO - 0004118,2019-09-19,2851.5200000000004
SO - 0004119,2019-09-19,23600.079999999998
SO - 0004120,2019-09-19,3179.8199999999997
SO - 0004121,2019-09-19,171.855
SO - 0004122,2019-09-19,10723.685
SO - 0004123,2019-09-20,731.6399999999999
SO - 0004124,2019-09-20,818.07
SO - 0004125,2019-09-20,9342.48
SO - 0004126,2019-09-20,5779.42
SO - 0004127,2019-09-20,10080.15
SO - 0004128,2019-09-20,1941.66
SO - 0004129,2019-09-20,1313.1999999999998
SO - 0004130,2019-09-20,7018.919999999999
SO - 0004131,2019-09-20,5535.54
SO - 0004132,2019-09-21,1022.5875000000001
SO - 0004133,2019-09-21,11754.48
SO - 0004134,2019-09-21,2140.65
SO - 0004135,2019-09-21,12144.42
SO - 0004136,2019-09-21,1029.1200000000001
SO - 0004137,2019-09-21,3742.62
SO - 0004138,2019-09-21,3589.86
SO - 0004139,2019-09-21,4990.16
SO - 0004140,2019-09-22,1041.18
SO - 0004141,2019-09-22,5837.040000000001
SO - 0004142,2019-09-22,15193.254999999997
SO - 0004143,2019-09-22,40432.49
SO - 0004144,2019-09-22,18114.12
SO - 0004145,2019-09-22,5690.3099999999995
SO - 0004146,2019-09-22,8940.48
SO - 0004147,2019-09-22,2930.5800000000004
SO - 0004148,2019-09-23,30297.399999999998
SO - 0004149,2019-09-23,16751.8425
SO - 0004150,2019-09-23,26333.68
SO - 0004151,2019-09-23,18530.190000000002
SO - 0004152,2019-09-23,1519.56
SO - 0004153,2019-09-23,254.6
SO - 0004154,2019-09-23,309.875
SO - 0004155,2019-09-23,12624.3075
SO - 0004156,2019-09-23,16884.0
SO - 0004157,2019-09-23,12756.800000000001
SO - 0004158,2019-09-23,318.25
SO - 0004159,2019-09-23,1398.96
SO - 0004160,2019-09-23,17650.48
SO - 0004161,2019-09-24,38622.82
SO - 0004162,2019-09-24,16015.68
SO - 0004163,2019-09-24,16956.359999999997
SO - 0004164,2019-09-24,30069.6
SO - 0004165,2019-09-25,17950.64
SO - 0004166,2019-09-25,3971.7599999999998
SO - 0004167,2019-09-25,4888.32
SO - 0004168,2019-09-25,23002.105
SO - 0004169,2019-09-25,24772.58
SO - 0004170,2019-09-25,25241.58
SO - 0004171,2019-09-25,6984.5825
SO - 0004172,2019-09-25,4052.16
SO - 0004173,2019-09-25,1115.55
SO - 0004174,2019-09-26,2259.575
SO - 0004175,2019-09-26,216.41
SO - 0004176,2019-09-26,18865.86
SO - 0004177,2019-09-26,3602.5899999999997
SO - 0004178,2019-09-26,2110.5
SO - 0004179,2019-09-26,13981.225
SO - 0004180,2019-09-26,986.5749999999999
SO - 0004181,2019-09-26,5205.900000000001
SO - 0004182,2019-09-26,13832.82
SO - 0004183,2019-09-27,8056.080000000001
SO - 0004184,2019-09-27,7288.26
SO - 0004185,2019-09-27,11012.119999999999
SO - 0004186,2019-09-27,3379.815
SO - 0004187,2019-09-27,8198.12
SO - 0004188,2019-09-27,6460.474999999999
SO - 0004189,2019-09-28,536.0
SO - 0004190,2019-09-28,22493.910000000003
SO - 0004191,2019-09-28,1608.0
SO - 0004192,2019-09-28,935.8225000000001
SO - 0004193,2019-09-28,2794.235
SO - 0004194,2019-09-28,24144.12
SO - 0004195,2019-09-28,22125.075
SO - 0004196,2019-09-28,2883.3450000000003
SO - 0004197,2019-09-28,8511.68
SO - 0004198,2019-09-28,8096.279999999999
SO - 0004199,2019-09-28,9875.13
SO - 0004200,2019-09-28,818.07
SO - 0004201,2019-09-28,4784.47
SO - 0004202,2019-09-29,5053.8099999999995
SO - 0004203,2019-09-29,8554.56
SO - 0004204,2019-09-29,3036.1049999999996
SO - 0004205,2019-09-29,23117.68
SO - 0004206,2019-09-29,836.6625
SO - 0004207,2019-09-29,6777.72
SO - 0004208,2019-09-29,6517.76
SO - 0004209,2019-09-29,25931.01
SO - 0004210,2019-09-29,2984.1800000000003
SO - 0004211,2019-09-30,929.29
SO - 0004212,2019-09-30,35474.490000000005
SO - 0004213,2019-09-30,11607.75
SO - 0004214,2019-09-30,14378.2
SO - 0004215,2019-09-30,8592.75
SO - 0004216,2019-09-30,5925.815
SO - 0004217,2019-09-30,24312.96
SO - 0004218,2019-09-30,1064.9650000000001
SO - 0004219,2019-10-01,4927.0125
SO - 0004220,2019-10-01,7485.24
SO - 0004221,2019-10-01,3710.7949999999996
SO - 0004222,2019-10-01,41727.6
SO - 0004223,2019-10-01,2961.4
SO - 0004224,2019-10-01,26333.68
SO - 0004225,2019-10-01,1929.6000000000001
SO - 0004226,2019-10-01,855.2550000000001
SO - 0004227,2019-10-01,17786.825
SO - 0004228,2019-10-02,7477.2
SO - 0004229,2019-10-02,3544.9700000000003
SO - 0004230,2019-10-02,5668.2
SO - 0004231,2019-10-02,3892.0300000000007
SO - 0004232,2019-10-02,8198.12
SO - 0004233,2019-10-03,6281.92
SO - 0004234,2019-10-03,14375.52
SO - 0004235,2019-10-03,3706.105
SO - 0004236,2019-10-03,12803.699999999999
SO - 0004237,2019-10-03,19006.56
SO - 0004238,2019-10-03,5812.92
SO - 0004239,2019-10-03,5726.490000000001
SO - 0004240,2019-10-03,2701.4399999999996
SO - 0004241,2019-10-03,2444.16
SO - 0004242,2019-10-03,30399.239999999994
SO - 0004243,2019-10-03,21616.88
SO - 0004244,2019-10-04,4164.72
SO - 0004245,2019-10-04,22050.704999999998
SO - 0004246,2019-10-04,8160.599999999999
SO - 0004247,2019-10-04,25118.467500000002
SO - 0004248,2019-10-04,4124.52
SO - 0004249,2019-10-04,8610.84
SO - 0004250,2019-10-04,3644.13
SO - 0004251,2019-10-05,4124.52
SO - 0004252,2019-10-05,5577.75
SO - 0004253,2019-10-05,1685.72
SO - 0004254,2019-10-05,10960.53
SO - 0004255,2019-10-05,8565.279999999999
SO - 0004256,2019-10-05,534.66
SO - 0004257,2019-10-06,16124.22
SO - 0004258,2019-10-06,9388.375
SO - 0004259,2019-10-06,165.155
SO - 0004260,2019-10-06,22351.2
SO - 0004261,2019-10-06,10727.369999999999
SO - 0004262,2019-10-06,34228.7925
SO - 0004263,2019-10-06,26929.979999999996
SO - 0004264,2019-10-06,25708.234999999997
SO - 0004265,2019-10-06,6727.805
SO - 0004266,2019-10-07,29279.0
SO - 0004267,2019-10-07,7658.1
SO - 0004268,2019-10-07,180.9
SO - 0004269,2019-10-07,12093.5
SO - 0004270,2019-10-07,1326.6
SO - 0004271,2019-10-07,3991.1900000000005
SO - 0004272,2019-10-07,2145.005
SO - 0004273,2019-10-07,26060.32
SO - 0004274,2019-10-08,12831.839999999998
SO - 0004275,2019-10-08,1656.2400000000002
SO - 0004276,2019-10-08,13144.06
SO - 0004277,2019-10-08,16333.259999999998
SO - 0004278,2019-10-08,2532.6
SO - 0004279,2019-10-08,12874.05
SO - 0004280,2019-10-08,26971.52
SO - 0004281,2019-10-08,22024.24
SO - 0004282,2019-10-09,6511.3949999999995
SO - 0004283,2019-10-09,7281.5599999999995
SO - 0004284,2019-10-09,1085.4
SO - 0004285,2019-10-09,1342.68
SO - 0004286,2019-10-09,1336.6499999999999
SO - 0004287,2019-10-09,17471.925
SO - 0004288,2019-10-09,1061.28
SO - 0004289,2019-10-10,2363.76
SO - 0004290,2019-10-10,11800.039999999999
SO - 0004291,2019-10-10,892.44
SO - 0004292,2019-10-10,6314.080000000001
SO - 0004293,2019-10-10,19802.52
SO - 0004294,2019-10-10,25752.79
SO - 0004295,2019-10-10,1518.3875
SO - 0004296,2019-10-10,9048.35
SO - 0004297,2019-10-10,1784.88
SO - 0004298,2019-10-10,5467.2
SO - 0004299,2019-10-10,2588.88
SO - 0004300,2019-10-11,14576.519999999999
SO - 0004301,2019-10-12,904.5
SO - 0004302,2019-10-12,7688.92
SO - 0004303,2019-10-12,3386.18
SO - 0004304,2019-10-12,7688.92
SO - 0004305,2019-10-12,397.98
SO - 0004306,2019-10-12,6935.0025
SO - 0004307,2019-10-12,25460.0
SO - 0004308,2019-10-12,4793.85
SO - 0004309,2019-10-12,4869.224999999999
SO - 0004310,2019-10-12,3781.48
SO - 0004311,2019-10-13,2902.4399999999996
SO - 0004312,2019-10-13,2086.38
SO - 0004313,2019-10-13,4419.32
SO - 0004314,2019-10-13,865.64
SO - 0004315,2019-10-13,20129.48
SO - 0004316,2019-10-13,1705.82
SO - 0004317,2019-10-13,26596.319999999996
SO - 0004318,2019-10-14,24882.9625
SO - 0004319,2019-10-14,5861.160000000001
SO - 0004320,2019-10-14,4099.06
SO - 0004321,2019-10-14,2435.6175000000003
SO - 0004322,2019-10-14,2813.6650000000004
SO - 0004323,2019-10-15,9107.98
SO - 0004324,2019-10-15,5306.4
SO - 0004325,2019-10-15,5800.860000000001
SO - 0004326,2019-10-15,5098.365
SO - 0004327,2019-10-15,19909.719999999998
SO - 0004328,2019-10-15,6775.04
SO - 0004329,2019-10-15,1737.645
SO - 0004330,2019-10-15,41399.3
SO - 0004331,2019-10-15,1050.225
SO - 0004332,2019-10-15,8924.4
SO - 0004333,2019-10-16,21195.45
SO - 0004334,2019-10-16,857.6
SO - 0004335,2019-10-16,432.82
SO - 0004336,2019-10-16,1273.0
SO - 0004337,2019-10-16,5060.175
SO - 0004338,2019-10-16,625.9475000000001
SO - 0004339,2019-10-16,4865.0375
SO - 0004340,2019-10-17,6396.825
SO - 0004341,2019-10-17,7574.349999999999
SO - 0004342,2019-10-17,18254.819999999996
SO - 0004343,2019-10-17,7766.64
SO - 0004344,2019-10-17,31048.47
SO - 0004345,2019-10-18,330.97999999999996
SO - 0004346,2019-10-18,2291.4
SO - 0004347,2019-10-18,6003.2
SO - 0004348,2019-10-18,7676.1900000000005
SO - 0004349,2019-10-18,1845.1799999999998
SO - 0004350,2019-10-18,1041.18
SO - 0004351,2019-10-18,23327.39
SO - 0004352,2019-10-18,3217.3399999999997
SO - 0004353,2019-10-19,21490.920000000002
SO - 0004354,2019-10-19,12445.920000000002
SO - 0004355,2019-10-19,4958.0
SO - 0004356,2019-10-19,22472.135000000002
SO - 0004357,2019-10-19,7663.460000000001
SO - 0004358,2019-10-19,3738.6
SO - 0004359,2019-10-19,8007.84
SO - 0004360,2019-10-19,2062.26
SO - 0004361,2019-10-19,2267.2799999999997
SO - 0004362,2019-10-19,3169.77
SO - 0004363,2019-10-20,2181.52
SO - 0004364,2019-10-20,10693.199999999999
SO - 0004365,2019-10-20,17221.68
SO - 0004366,2019-10-20,1784.88
SO - 0004367,2019-10-20,8428.6
SO - 0004368,2019-10-20,14588.579999999998
SO - 0004369,2019-10-20,6628.98
SO - 0004370,2019-10-20,17366.4
SO - 0004371,2019-10-21,433.82500000000005
SO - 0004372,2019-10-21,4817.97
SO - 0004373,2019-10-21,10653.5025
SO - 0004374,2019-10-21,2087.72
SO - 0004375,2019-10-21,11452.980000000001
SO - 0004376,2019-10-21,27153.76
SO - 0004377,2019-10-22,446.22
SO - 0004378,2019-10-22,14134.32
SO - 0004379,2019-10-22,6365.0
SO - 0004380,2019-10-22,4681.29
SO - 0004381,2019-10-22,6209.895
SO - 0004382,2019-10-22,5838.045000000001
SO - 0004383,2019-10-22,17173.440000000002
SO - 0004384,2019-10-22,17788.5
SO - 0004385,2019-10-23,11059.019999999999
SO - 0004386,2019-10-23,4834.05
SO - 0004387,2019-10-23,3602.5899999999997
SO - 0004388,2019-10-23,13531.319999999998
SO - 0004389,2019-10-23,6683.25
SO - 0004390,2019-10-23,37355.85
SO - 0004391,2019-10-24,9668.1
SO - 0004392,2019-10-24,1113.54
SO - 0004393,2019-10-24,37025.205
SO - 0004394,2019-10-24,948.3849999999999
SO - 0004395,2019-10-24,9717.68
SO - 0004396,2019-10-24,6005.880000000001
SO - 0004397,2019-10-24,210.71500000000003
SO - 0004398,2019-10-24,3662.7225
SO - 0004399,2019-10-24,39020.8
SO - 0004400,2019-10-24,2425.0649999999996
SO - 0004401,2019-10-24,7585.74
SO - 0004402,2019-10-24,15704.465
SO - 0004403,2019-10-25,3114.16
SO - 0004404,2019-10-25,24608.43
SO - 0004405,2019-10-25,5088.65
SO - 0004406,2019-10-25,6116.429999999999
SO - 0004407,2019-10-26,14308.52
SO - 0004408,2019-10-26,4869.224999999999
SO - 0004409,2019-10-26,10263.060000000001
SO - 0004410,2019-10-26,15217.04
SO - 0004411,2019-10-26,1476.68
SO - 0004412,2019-10-26,1970.805
SO - 0004413,2019-10-26,1239.5
SO - 0004414,2019-10-26,6371.365
SO - 0004415,2019-10-26,6984.5825
SO - 0004416,2019-10-26,1425.76
SO - 0004417,2019-10-26,15842.82
SO - 0004418,2019-10-26,3532.575
SO - 0004419,2019-10-26,7561.62
SO - 0004420,2019-10-27,19435.359999999997
SO - 0004421,2019-10-27,1264.2900000000002
SO - 0004422,2019-10-27,32604.879999999997
SO - 0004423,2019-10-27,954.0799999999999
SO - 0004424,2019-10-27,13391.96
SO - 0004425,2019-10-27,4296.375
SO - 0004426,2019-10-27,216.91250000000002
SO - 0004427,2019-10-28,14130.3
SO - 0004428,2019-10-28,3997.2200000000003
SO - 0004429,2019-10-28,795.625
SO - 0004430,2019-10-28,28909.829999999998
SO - 0004431,2019-10-28,11601.72
SO - 0004432,2019-10-28,765.81
SO - 0004433,2019-10-28,5106.740000000001
SO - 0004434,2019-10-28,468.99999999999994
SO - 0004435,2019-10-28,3955.6799999999994
SO - 0004436,2019-10-28,9623.88
SO - 0004437,2019-10-29,3473.2800000000007
SO - 0004438,2019-10-29,880.0450000000001
SO - 0004439,2019-10-29,11961.175000000001
SO - 0004440,2019-10-29,8200.8
SO - 0004441,2019-10-30,2750.6850000000004
SO - 0004442,2019-10-30,5378.425
SO - 0004443,2019-10-30,11800.039999999999
SO - 0004444,2019-10-30,5838.045000000001
SO - 0004445,2019-10-30,13531.32
SO - 0004446,2019-10-30,9738.449999999999
SO - 0004447,2019-10-30,6331.5
SO - 0004448,2019-10-30,28458.920000000002
SO - 0004449,2019-10-31,3123.54
SO - 0004450,2019-10-31,3280.3199999999997
SO - 0004451,2019-10-31,4591.51
SO - 0004452,2019-10-31,4288.67
SO - 0004453,2019-10-31,979.2049999999999
SO - 0004454,2019-11-01,4933.879999999999
SO - 0004455,2019-11-01,3997.2200000000003
SO - 0004456,2019-11-01,8747.52
SO - 0004457,2019-11-01,11886.805
SO - 0004458,2019-11-01,7766.64
SO - 0004459,2019-11-01,7251.075000000001
SO - 0004460,2019-11-01,5261.677500000001
SO - 0004461,2019-11-01,14510.86
SO - 0004462,2019-11-01,1507.5
SO - 0004463,2019-11-01,42817.354999999996
SO - 0004464,2019-11-02,13646.56
SO - 0004465,2019-11-02,3530.9
SO - 0004466,2019-11-02,418.08
SO - 0004467,2019-11-02,38374.920000000006
SO - 0004468,2019-11-02,7525.4400000000005
SO - 0004469,2019-11-02,7164.31
SO - 0004470,2019-11-02,10672.095000000001
SO - 0004471,2019-11-02,14881.37
SO - 0004472,2019-11-02,5763.675
SO - 0004473,2019-11-03,891.0999999999999
SO - 0004474,2019-11-03,7654.079999999999
SO - 0004475,2019-11-03,3869.2499999999995
SO - 0004476,2019-11-03,4608.26
SO - 0004477,2019-11-04,8417.880000000001
SO - 0004478,2019-11-04,3601.92
SO - 0004479,2019-11-04,22404.129999999997
SO - 0004480,2019-11-04,29991.88
SO - 0004481,2019-11-04,4877.6
SO - 0004482,2019-11-04,4685.31
SO - 0004483,2019-11-04,5228.01
SO - 0004484,2019-11-04,14279.04
SO - 0004485,2019-11-04,1446.53
SO - 0004486,2019-11-04,7179.719999999999
SO - 0004487,2019-11-04,3971.7599999999998
SO - 0004488,2019-11-05,5391.155
SO - 0004489,2019-11-05,18280.28
SO - 0004490,2019-11-05,11762.52
SO - 0004491,2019-11-05,8096.279999999999
SO - 0004492,2019-11-05,13448.575
SO - 0004493,2019-11-05,2900.4300000000003
SO - 0004494,2019-11-05,19909.719999999998
SO - 0004495,2019-11-06,2339.64
SO - 0004496,2019-11-06,483.73999999999995
SO - 0004497,2019-11-06,1680.36
SO - 0004498,2019-11-06,723.6
SO - 0004499,2019-11-06,650.7375000000001
SO - 0004500,2019-11-06,967.4799999999999
SO - 0004501,2019-11-06,23975.280000000002
SO - 0004502,2019-11-06,18437.5625
SO - 0004503,2019-11-07,16752.679999999997
SO - 0004504,2019-11-07,15575.49
SO - 0004505,2019-11-07,7345.21
SO - 0004506,2019-11-07,27882.72
SO - 0004507,2019-11-07,20803.5
SO - 0004508,2019-11-07,24219.829999999998
SO - 0004509,2019-11-07,6670.52
SO - 0004510,2019-11-07,1758.75
SO - 0004511,2019-11-08,9420.199999999999
SO - 0004512,2019-11-08,10251.0
SO - 0004513,2019-11-08,954.75
SO - 0004514,2019-11-08,15997.590000000002
SO - 0004515,2019-11-08,763.8
SO - 0004516,2019-11-08,14919.56
SO - 0004517,2019-11-09,13595.639999999998
SO - 0004518,2019-11-09,2584.3575
SO - 0004519,2019-11-09,432.82
SO - 0004520,2019-11-09,14402.99
SO - 0004521,2019-11-10,9294.24
SO - 0004522,2019-11-10,4996.525
SO - 0004523,2019-11-10,842.8600000000001
SO - 0004524,2019-11-11,3685.335
